-3.264038696289062500e+02,7.946829986572265625e+01,-1.297227764129638672e+01,8.226819992065429688e+00,-3.124133110046386719e+00,7.449467182159423828e+00,-5.136967182159423828e+00,7.545211315155029297e+00,-1.563824534416198730e+00,1.132050323486328125e+01,3.001330852508544922e+00,-6.371677517890930176e-01,-4.899878978729248047e+00,1.933465838432312012e+00,-1.513079851865768433e-01,5.870114326477050781e+00,-1.098462104797363281e+00,3.342745780944824219e+00,-1.833610296249389648e+00,8.225188255310058594e+00,-1.459464281797409058e-01,-2.626519680023193359e+00,-3.986128091812133789e+00,2.191854476928710938e+00,-1.820234179496765137e+00,2.221803665161132812e+00,1.512474894523620605e+00,3.708205699920654297e+00,-6.711324211210012436e-03,5.246874809265136719e+00,1.497213482856750488e+00,-2.024929523468017578e+00,-8.707870244979858398e-01,1.408811330795288086e+00,5.165580287575721741e-02,1.850142717361450195e+00
-1.670269927978515625e+02,1.076517181396484375e+02,-2.151301383972167969e+00,3.324801635742187500e+01,3.212688684463500977e+00,1.570781707763671875e+01,2.508338451385498047e+00,6.060660839080810547e+00,3.107633352279663086e+00,1.724761962890625000e+01,2.260858297348022461e+00,6.905056953430175781e+00,4.980600833892822266e+00,1.068069076538085938e+01,1.037513256072998047e+00,6.936823368072509766e+00,1.829362988471984863e+00,8.329828262329101562e+00,2.551391601562500000e+00,5.850210666656494141e+00,1.823447465896606445e+00,4.499729156494140625e+00,-6.262185573577880859e-01,4.343531131744384766e+00,-6.948884129524230957e-01,1.838164567947387695e+00,-2.526117265224456787e-01,3.834828615188598633e+00,-9.130396246910095215e-01,-2.619099378585815430e+00,-9.380865693092346191e-01,-1.671657443046569824e+00,-2.756788969039916992e+00,1.583955287933349609e+00,-2.002770662307739258e+00,-1.132998704910278320e+00
-2.854580383300781250e+02,8.570463562011718750e+01,-3.630274963378906250e+01,3.090923118591308594e+01,1.655500602722167969e+01,1.551705741882324219e+01,-2.824621677398681641e+00,2.316716194152832031e+01,-1.419612598419189453e+01,1.058489799499511719e+01,6.535722732543945312e+00,6.814795494079589844e+00,-9.403468132019042969e+00,1.781847763061523438e+01,-1.130471897125244141e+01,3.307380676269531250e+00,-4.942615985870361328e+00,8.829331398010253906e+00,-1.229369258880615234e+01,6.524703502655029297e+00,-3.630698204040527344e+00,-2.897239923477172852e-01,-5.845085620880126953e+00,6.158369064331054688e+00,-5.793263912200927734e+00,1.911032199859619141e+00,-2.369502782821655273e+00,2.837530612945556641e+00,-7.341979503631591797e+00,3.938330173492431641e+00,-3.064973354339599609e+00,7.420752048492431641e-01,-3.484100818634033203e+00,1.919280409812927246e+00,-4.551712989807128906e+00,5.529182553291320801e-01
-1.557633514404296875e+02,7.915615844726562500e+01,-2.326028633117675781e+01,8.349555015563964844e+00,2.929656744003295898e+00,4.073888778686523438e+00,-5.733737945556640625e+00,7.352055072784423828e+00,-1.248443508148193359e+01,-2.518246650695800781e+00,-6.360973358154296875e+00,1.014680027961730957e+00,-1.361409282684326172e+01,-7.551083564758300781e+00,-1.363336086273193359e+01,2.410380363464355469e+00,-6.834651470184326172e+00,3.767088651657104492e+00,-2.547906875610351562e+00,5.955797195434570312e+00,-2.408244609832763672e+00,7.490596771240234375e+00,-1.123834490776062012e+00,3.244259357452392578e+00,-3.268040418624877930e+00,4.193080902099609375e+00,-2.583831787109375000e+00,4.094869136810302734e+00,-5.009720325469970703e+00,-4.457947015762329102e-01,-1.605950474739074707e+00,2.466940879821777344e+00,-7.351593017578125000e+00,-3.642184257507324219e+00,-3.049221754074096680e+00,4.091539859771728516e+00
-1.732000885009765625e+02,4.303391647338867188e+01,-3.321814346313476562e+01,1.502428054809570312e+01,-2.151650428771972656e+01,5.778118610382080078e+00,-1.026640701293945312e+01,6.268002986907958984e+00,-4.935822635889053345e-02,7.834259033203125000e+00,-7.475610733032226562e+00,5.391070365905761719e+00,-5.162740230560302734e+00,6.233671188354492188e+00,-2.013692617416381836e+00,9.879577636718750000e+00,-2.910571813583374023e+00,5.248158931732177734e+00,-1.043106937408447266e+01,5.327060222625732422e+00,2.139447450637817383e+00,1.212759876251220703e+01,-4.281363487243652344e+00,7.567438602447509766e+00,-3.055945158004760742e+00,1.414600849151611328e+01,-6.227094173431396484e+00,6.894070148468017578e+00,-2.755428791046142578e+00,5.314122676849365234e+00,5.920299291610717773e-01,3.871693134307861328e+00,-3.614932537078857422e+00,5.567507743835449219e+00,-4.063716888427734375e+00,3.300691843032836914e+00
-4.030545349121093750e+02,9.256417846679687500e+01,1.195056676864624023e+00,-4.706661701202392578e+00,-9.827110290527343750e+00,-1.259796714782714844e+01,1.147016286849975586e+00,1.139344406127929688e+01,5.449731826782226562e+00,1.004351139068603516e+01,6.489671707153320312e+00,3.660076260566711426e-01,-1.161409854888916016e+00,1.084479212760925293e+00,2.908094525337219238e-01,2.787996530532836914e+00,1.987629413604736328e+00,5.682933807373046875e+00,5.577524662017822266e+00,3.554913043975830078e+00,2.380194187164306641e+00,4.450788497924804688e+00,2.739599704742431641e+00,3.021365880966186523e+00,3.929600477218627930e+00,2.524636745452880859e+00,2.059849262237548828e+00,1.671732544898986816e+00,-1.053673028945922852e+00,5.962420701980590820e-01,1.154350757598876953e+00,1.340598940849304199e+00,1.379773616790771484e+00,2.389436721801757812e+00,1.702185511589050293e+00,9.211445450782775879e-01
-2.394307708740234375e+02,1.557498321533203125e+02,-2.727334785461425781e+01,2.413584709167480469e+01,2.371360397338867188e+01,-3.211596298217773438e+01,-1.419230747222900391e+01,-6.725166797637939453e+00,-1.727933311462402344e+01,-2.629477500915527344e+00,-5.990686893463134766e+00,-1.805598831176757812e+01,-6.113261699676513672e+00,4.421235084533691406e+00,1.201483917236328125e+01,2.877786636352539062e+01,3.644374465942382812e+01,3.281445693969726562e+01,2.583362960815429688e+01,1.132820987701416016e+01,5.598959699273109436e-02,-6.294320225715637207e-01,-4.244132041931152344e+00,-8.984514236450195312e+00,-4.954874038696289062e+00,-4.891912937164306641e+00,-1.245290851593017578e+01,-7.559435844421386719e+00,2.232559204101562500e+00,-8.134140372276306152e-01,5.642673969268798828e-01,8.812230110168457031e+00,5.949896812438964844e+00,2.443314552307128906e+00,2.316885948181152344e+00,-5.413818836212158203e+00
-2.974468994140625000e+02,6.484234619140625000e+01,-6.531905364990234375e+01,-1.392268466949462891e+01,-3.076614856719970703e+00,2.099508285522460938e+00,-9.750878334045410156e+00,9.158064842224121094e+00,-2.521641254425048828e-01,8.664031028747558594e+00,-7.496115684509277344e+00,9.599516868591308594e+00,-4.605749130249023438e+00,6.276790142059326172e+00,-4.882666110992431641e+00,6.710457324981689453e+00,-3.929916620254516602e+00,7.483365535736083984e+00,-4.222747802734375000e+00,7.109388351440429688e+00,-1.623345375061035156e+00,7.580341815948486328e+00,-2.606581687927246094e+00,6.202860355377197266e+00,-2.917542934417724609e+00,5.980577468872070312e+00,-1.967034459114074707e+00,6.616621017456054688e+00,-1.402690410614013672e+00,6.216570854187011719e+00,-2.295998573303222656e+00,5.682925701141357422e+00,-6.332766413688659668e-01,5.493832111358642578e+00,-9.860681891441345215e-01,5.569742679595947266e+00
-1.035166931152343750e+02,3.639973831176757812e+01,-3.237465286254882812e+01,1.287687301635742188e+01,-1.156883621215820312e+01,1.419940567016601562e+01,-1.281259155273437500e+01,3.060918807983398438e+00,-8.966258049011230469e+00,2.979813814163208008e+00,-1.185532188415527344e+01,-1.338673710823059082e+00,-1.168739509582519531e+01,-2.309805154800415039e+00,-1.931273460388183594e+01,1.869587779045104980e+00,-4.471724987030029297e+00,1.846087265014648438e+01,1.089612960815429688e+01,1.461324977874755859e+01,-6.356072902679443359e+00,2.750545024871826172e+00,-9.053742408752441406e+00,2.895185470581054688e+00,-3.408882379531860352e+00,6.184180736541748047e+00,-4.098705291748046875e+00,3.205758094787597656e+00,-8.159693717956542969e+00,4.768650531768798828e+00,-3.831977605819702148e+00,3.837608098983764648e+00,-5.404763698577880859e+00,3.204475879669189453e+00,-4.787676811218261719e+00,4.024367332458496094e+00
-2.817977905273437500e+02,1.025909957885742188e+02,-4.318219757080078125e+01,-4.140843963623046875e+01,-2.123236274719238281e+01,-1.374638462066650391e+01,-1.046132183074951172e+01,-2.652013063430786133e+00,-1.130723190307617188e+01,1.201781463623046875e+01,-4.025502681732177734e+00,1.647887992858886719e+01,1.274863052368164062e+01,1.242319297790527344e+01,-1.128690052032470703e+01,-1.300884437561035156e+01,1.030297160148620605e+00,4.356745243072509766e+00,-4.876286983489990234e+00,1.054170966148376465e+00,3.710209131240844727e+00,3.908102750778198242e+00,7.630409717559814453e+00,6.638579368591308594e-01,1.964933514595031738e+00,5.923238277435302734e+00,-3.761706590652465820e+00,5.812618732452392578e+00,2.416445970535278320e+00,5.100057125091552734e+00,2.881003141403198242e+00,6.582744598388671875e+00,3.678822040557861328e+00,5.490912914276123047e+00,2.485677003860473633e+00,-9.653648138046264648e-01
-2.432997131347656250e+02,3.252601623535156250e+01,-3.718414783477783203e+00,2.129148483276367188e+00,1.669956207275390625e+01,1.119157886505126953e+01,2.570935964584350586e+00,1.558487510681152344e+01,-3.240712404251098633e+00,1.170620250701904297e+01,-1.704739689826965332e+00,1.381976699829101562e+01,-5.327639102935791016e+00,9.468589782714843750e+00,-2.839466810226440430e+00,7.499774456024169922e+00,-3.768423080444335938e+00,1.039192676544189453e+01,-2.462029933929443359e+00,6.656464576721191406e+00,-6.915760040283203125e+00,1.164851474761962891e+01,-3.167363166809082031e+00,8.102481842041015625e+00,-2.108025550842285156e+00,9.458795547485351562e+00,-2.172700643539428711e+00,8.324280738830566406e+00,-4.531270503997802734e+00,7.402609825134277344e+00,-1.112241625785827637e+00,6.752359390258789062e+00,-2.067926645278930664e+00,7.838704586029052734e+00,-1.541741013526916504e+00,5.604677677154541016e+00
-1.894812316894531250e+02,1.176690006256103516e+01,-9.589145660400390625e+00,1.131974411010742188e+01,-1.924392318725585938e+01,1.002103984355926514e-01,-3.324871063232421875e+01,9.223224639892578125e+00,-1.218619346618652344e+01,4.212005615234375000e+00,-9.641911506652832031e+00,4.510158538818359375e+00,-1.046780300140380859e+01,-2.668862342834472656e+00,-1.553836536407470703e+01,-3.889159858226776123e-02,-1.855504035949707031e+01,-1.449355483055114746e+00,-1.249244308471679688e+01,7.458963871002197266e+00,-1.246909141540527344e+01,4.296683311462402344e+00,-5.936977863311767578e+00,1.877509355545043945e+00,-1.025321197509765625e+01,2.516866445541381836e+00,-7.668476581573486328e+00,4.400609493255615234e+00,-4.955410003662109375e+00,6.001541614532470703e+00,-4.317128658294677734e+00,3.573807239532470703e+00,-4.098071098327636719e+00,1.985335707664489746e+00,-8.560860633850097656e+00,3.891602158546447754e-02
-2.430886077880859375e+01,5.113678359985351562e+01,-3.630459976196289062e+01,-4.105766773223876953e+00,-2.066401290893554688e+01,4.478445053100585938e-01,-1.461731052398681641e+01,2.014298915863037109e+00,-1.740721893310546875e+01,1.297309279441833496e+00,-1.566306972503662109e+01,5.010962486267089844e+00,-9.444722175598144531e+00,6.501034736633300781e+00,-9.209607124328613281e+00,6.228981494903564453e+00,-8.177971839904785156e+00,2.521807670593261719e+00,-8.654766082763671875e+00,4.771378517150878906e+00,-7.090439319610595703e+00,3.167587280273437500e+00,-8.003612518310546875e+00,3.995492935180664062e+00,-6.366666316986083984e+00,2.641183853149414062e+00,-8.014911651611328125e+00,4.339923381805419922e+00,-7.314218521118164062e+00,1.888033866882324219e+00,-7.471716880798339844e+00,3.733017444610595703e+00,-3.922792673110961914e+00,3.642051458358764648e+00,-5.158325195312500000e+00,3.303098440170288086e+00
